cut_content,text,keyword1,keyword2,keyword3,similarity_score,processed_content,dominant_topic
研究生 师弟 今年 找 工作 不得不 去 了 社区 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 学历 是 不管 医不 医改 都 贬值 的 东西,研究生 师弟 今年 找 工作 不得不 去 了 社区 [ 笑 哭 ] [ 笑 哭 ] [ 笑 哭 ] 学历 是 不管 医不 医改 都 贬值 的 东西,医学知识,医学院校,医学专业,0.77436674,"['研究生', '师弟', '找', '工作', '社区', '笑', '哭', '笑', '哭', '笑', '哭', '学历', '医不', '医改', '贬值', '东西']",1
我 老公 是 急诊 医生 家务 都 是 我 干 的 如果 我 特别 不想 干 他 会 立马 下单 约 阿姨 来 每天 都 是 我 给 他 做饭 他 下 夜班 一点 到家 都 有 热乎 的 三菜 一汤 人情世故 都 是 我 弄 的 他 的 钱 给 房贷 我 的 钱 养家 他 攒 下来 的 私房钱 给 我 买车 买表 旅游 我 是 他 私人 管家 一手 全包 但是 我 家里人 朋友 人 生病 他会 安排 好 一切 我 怀孕 别的 医院 产检 他 都 会 提前 打 好 招呼 陪 我 去 无论 我 是不是 邋遢 样都会 让 我 去 医院 找 他 会 带我去 医院 刷 饭卡 买 好吃 的 也 会 和 所有 遇到 的 介绍 这 是 我 老婆 每天 讲 急诊 的 八卦 给 我 听 我 投资 失败 以后 亏钱 打官司 他 也 会 站 出来 他会 告诉 我 在家 带 孩子 也 是 可以 的 他 和 公婆 来 养家 虽然 钱少 但是 还是 养 的 起 我 和 孩子 缺点 有 很多 但是 优点 也 是 闪亮,我 老公 是 急诊 医生 家务 都 是 我 干 的 如果 我 特别 不想 干 他 会 立马 下单 约 阿姨 来 每天 都 是 我 给 他 做饭 他 下 夜班 一点 到家 都 有 热乎 的 三菜 一汤 人情世故 都 是 我 弄 的 他 的 钱 给 房贷 我 的 钱 养家 他 攒 下来 的 私房钱 给 我 买车 买表 旅游 我 是 他 私人 管家 一手 全包 但是 我 家里人 朋友 人 生病 他会 安排 好 一切 我 怀孕 别的 医院 产检 他 都 会 提前 打 好 招呼 陪 我 去 无论 我 是不是 邋遢 样都会 让 我 去 医院 找 他 会 带我去 医院 刷 饭卡 买 好吃 的 也 会 和 所有 遇到 的 介绍 这 是 我 老婆 每天 讲 急诊 的 八卦 给 我 听 我 投资 失败 以后 亏钱 打官司 他 也 会 站 出来 他会 告诉 我 在家 带 孩子 也 是 可以 的 他 和 公婆 来 养家 虽然 钱少 但是 还是 养 的 起 我 和 孩子 缺点 有 很多 但是 优点 也 是 闪亮,自我感觉,恕我直言,据我所知,0.802544,"['老公', '急诊', '医生', '家务', '干', '特别', '不想', '干', '下单', '约', '阿姨', '做饭', '夜班', '一点', '到家', '热乎', '三菜', '一汤', '人情世故', '弄', '钱', '房贷', '钱', '养家', '攒', '私房钱', '买车', '买表', '旅游', '私人', '管家', '一手', '全包', '家里人', '朋友', '生病', '他会', '安排', '怀孕', '医院', '产检', '提前', '招呼', '陪', '邋遢', '样都会', '医院', '找', '带我去', '医院', '刷', '饭卡', '买', '好吃', '介绍', '老婆', '讲', '急诊', '八卦', '听', '投资', '失败', '亏钱', '打官司', '站', '他会', '告诉', '在家', '带', '孩子', '公婆', '养家', '钱少', '养', '孩子', '缺点', '优点', '闪亮']",1
医生 和 工程 男 组合 惨上 加惨 [ 笑 哭 ],医生 和 工程 男 组合 惨上 加惨 [ 笑 哭 ],悬壶济世,认真负责,内科医生,0.9062035,"['医生', '工程', '男', '组合', '惨上', '加惨', '笑', '哭']",2
听说 医生 周围 都 是 女人 很难 不 被 诱惑 真的 吗,听说 医生 周围 都 是 女人 很难 不 被 诱惑 真的 吗,个人所得税,关系不大,这样的话,0.84272707,"['听说', '医生', '女人', '很难', '诱惑', '真的']",1
36 小时 [ 笑 哭 ] 值班,36 小时 [ 笑 哭 ] 值班,音小红书,小时候,小猫咪,0.90716934,"['36', '小时', '笑', '哭', '值班']",2
医生 真的 很穷 吗 [ 皱眉 ],医生 真的 很穷 吗 [ 皱眉 ],骨科医生,专科医生,产科医生,0.8969575,"['医生', '真的', '很穷', '皱眉']",3
我 和 我 老公 都 是 医生 呢 [ 哇 ],我 和 我 老公 都 是 医生 呢 [ 哇 ],据我所知,自我感觉,恕我直言,0.92888594,"['老公', '医生']",1
嫁给 公安 更苦 逼 一周 两次 值班 两次 备勤 周末 还有 应酬 工作 要求 去 护校 自己 孩子 没人接 回家 就 不错 了 按时 回家 想都别想 [ 失望 ],嫁给 公安 更苦 逼 一周 两次 值班 两次 备勤 周末 还有 应酬 工作 要求 去 护校 自己 孩子 没人接 回家 就 不错 了 按时 回家 想都别想 [ 失望 ],个人所得税,领导班子,一锤子买卖,0.7555801,"['嫁给', '公安', '更苦', '逼', '一周', '两次', '值班', '两次', '备勤', '周末', '应酬', '工作', '护校', '孩子', '没人接', '回家', '不错', '回家', '想都别想', '失望']",3
我 妇科 老公 外科 一周 一起 睡 两天 其他 时间 客厅 碰 个头 交班 再见 [ doge ],我 妇科 老公 外科 一周 一起 睡 两天 其他 时间 客厅 碰 个头 交班 再见 [ doge ],自我感觉,在我看来,据我所知,0.76727736,"['妇科', '老公', '外科', '一周', '睡', '两天', '时间', '客厅', '碰', '个头', '交班', '再见', 'doge']",0
穷 不是 最 主要 的 四个 出轨 阶段 才 是 医院 的 八卦 我 知道 的 不要 太 多 尤其 外科,穷 不是 最 主要 的 四个 出轨 阶段 才 是 医院 的 八卦 我 知道 的 不要 太 多 尤其 外科,关系不大,敌我矛盾,据我所知,0.8315759,"['穷', '四个', '出轨', '阶段', '医院', '八卦', '太', '外科']",1
我 是 医生 我 对象 消防员   我 不想 说话 [ 哭 惹 ] [ 哭 惹 ],我 是 医生 我 对象 消防员   我 不想 说话 [ 哭 惹 ] [ 哭 惹 ],恕我直言,自我感觉,据我所知,0.88639665,"['医生', '对象', '消防员', '不想', '说话', '哭', '惹', '哭', '惹']",1
不要 瞎说 只是 发钱 的 时候 算 医技 其他 时候 不算 的 [ doge ],不要 瞎说 只是 发钱 的 时候 算 医技 其他 时候 不算 的 [ doge ],不思进取,不满情绪,不好意思,0.769587,"['瞎说', '发钱', '算', '医技', '不算', 'doge']",3
我 一个 学公卫 的 看 麻醉 和 外科 吵架 不 知道 为啥 感觉 好 心酸,我 一个 学公卫 的 看 麻醉 和 外科 吵架 不 知道 为啥 感觉 好 心酸,自我感觉,敌我矛盾,恕我直言,0.82295847,"['学公卫', '麻醉', '外科', '吵架', '为啥', '感觉', '心酸']",3
医疗 就是 能 拉客 的 医生 医技 就是 不能 拉客 的 医生 [ 笑 哭 ] [ 笑 哭 ],医疗 就是 能 拉客 的 医生 医技 就是 不能 拉客 的 医生 [ 笑 哭 ] [ 笑 哭 ],儿科医生,骨科医生,东郭先生,0.82112014,"['医疗', '拉客', '医生', '医技', '拉客', '医生', '笑', '哭', '笑', '哭']",2
又 开始 啦   在 这种 帖子 下 又 开始 啦   一个 系统 的 互相 厮杀   真有 必要 吗   首先 大家 都 是 人   其次 大家 都 是 牛马,又 开始 啦   在 这种 帖子 下 又 开始 啦   一个 系统 的 互相 厮杀   真有 必要 吗   首先 大家 都 是 人   其次 大家 都 是 牛马,莫名其妙,个人所得税,功能强大,0.7881364,"['帖子', '系统', '厮杀', '真有', '牛马']",3
医技 又 怎么 了 在 医院 只有 医生 才 高级 是 吧,医技 又 怎么 了 在 医院 只有 医生 才 高级 是 吧,资产负债率,冲锋在前,具体实施,0.8625382,"['医技', '医院', '医生', '高级']",1
现在 还是 麻醉学 硕 这 两天 去 医院 看病 感觉 影像 啥 的 好爽 啊 4 点半到 点 就 下班 我 实习 那 段时间 从来 没有 这么 早 下班 过 89 点 是 常态,现在 还是 麻醉学 硕 这 两天 去 医院 看病 感觉 影像 啥 的 好爽 啊 4 点半到 点 就 下班 我 实习 那 段时间 从来 没有 这么 早 下班 过 89 点 是 常态,资产负债率,在我看来,敌我矛盾,0.74364024,"['麻醉学', '硕', '两天', '医院', '看病', '感觉', '影像', '好爽', '点半到', '点', '下班', '实习', '段时间', '早', '下班', '89', '点', '常态']",0
如果 能 不 承担责任 的话 我 也 挺 喜欢 当 医技 的 我 每天 坐在 那儿 出现 什么 情况 台上 医生 说 干 啥 我 就 干 啥 那 也 行,如果 能 不 承担责任 的话 我 也 挺 喜欢 当 医技 的 我 每天 坐在 那儿 出现 什么 情况 台上 医生 说 干 啥 我 就 干 啥 那 也 行,敌我矛盾,恕我直言,自我感觉,0.85918057,"['承担责任', '挺', '喜欢', '医技', '坐在', '情况', '台上', '医生', '说', '干', '干', '行']",0
如果 麻醉 是 医技 那 所有 外科 大夫 也 是 我们 干 穿刺 插管 你们 也 是 缝缝补补 么 内科 就是 药师 管 用药 么 你们 这些 是 在 有 内外科 知识 的 情况 下干 的 麻醉 也 有 这个 知识 还有 就是 每年 考研 麻醉 的 分 也 是 很 高 的 不见得 低 你们 多少,如果 麻醉 是 医技 那 所有 外科 大夫 也 是 我们 干 穿刺 插管 你们 也 是 缝缝补补 么 内科 就是 药师 管 用药 么 你们 这些 是 在 有 内外科 知识 的 情况 下干 的 麻醉 也 有 这个 知识 还有 就是 每年 考研 麻醉 的 分 也 是 很 高 的 不见得 低 你们 多少,在我看来,恕我直言,自我感觉,0.7281867,"['麻醉', '医技', '外科', '大夫', '干', '穿刺', '插管', '缝缝补补', '内科', '药师', '用药', '内外科', '知识', '情况', '下干', '麻醉', '知识', '考研', '麻醉', '分', '高', '不见得', '低']",1
刘进 技师,刘进 技师,休息时间,具体实施,纳米技术,1.0000004,"['刘进', '技师']",3
我 很 想 知道 怎么 投诉 这 篇文章,我 很 想 知道 怎么 投诉 这 篇文章,自我感觉,恕我直言,敌我矛盾,0.8980145,"['想', '投诉', '篇文章']",3
博士 找个 小 医院 一 躺 摆烂 业余时间 画画 这样 有人 交五险 一金 画画 就 没得 压力,博士 找个 小 医院 一 躺 摆烂 业余时间 画画 这样 有人 交五险 一金 画画 就 没得 压力,遍地开花,工程硕士,莫名其妙,0.8329344,"['博士', '找个', '医院', '躺', '摆烂', '业余时间', '画画', '有人', '交五险', '一金', '画画', '没得', '压力']",0
为什么 要 从 铁饭碗 转到 ai 轻易 取代 的 行业,为什么 要 从 铁饭碗 转到 ai 轻易 取代 的 行业,资产负债率,这样的话,总的来说,0.82635856,"['铁饭碗', '转到', 'ai', '轻易', '取代', '行业']",0
这 世上 竟有 如此 巧合 之事 我 是 华科 09 级 八年 制 已经 在 医院 干 了 八年 了 画稿 也 有 十几年 了 [ 笑 哭 ] 让 我 来说 还是 要 混 毕业 找个 医学类 工作 的 无论是 临床 还是 药企 还是 考 u 出国 画稿 可以 当 副业,这 世上 竟有 如此 巧合 之事 我 是 华科 09 级 八年 制 已经 在 医院 干 了 八年 了 画稿 也 有 十几年 了 [ 笑 哭 ] 让 我 来说 还是 要 混 毕业 找个 医学类 工作 的 无论是 临床 还是 药企 还是 考 u 出国 画稿 可以 当 副业,据我所知,恕我直言,在我看来,0.77977,"['世上', '竟有', '巧合', '之事', '华科', '09', '级', '八年', '制', '医院', '干', '八年', '画稿', '十几年', '笑', '哭', '混', '毕业', '找个', '医学类', '工作', '无论是', '临床', '药企', '考', 'u', '出国', '画稿', '副业']",1
想 转 就 转 我 是 八年 制转 医学 编辑 节假日 齐全 不用 跟 病人 沟通 没有 任何 心理 负担 可太 舒服 了 相对 于 医生 来说 而且 岗位 很 缺人 但 我 不 知道 你 那边 怎么样,想 转 就 转 我 是 八年 制转 医学 编辑 节假日 齐全 不用 跟 病人 沟通 没有 任何 心理 负担 可太 舒服 了 相对 于 医生 来说 而且 岗位 很 缺人 但 我 不 知道 你 那边 怎么样,敌我矛盾,自我感觉,据我所知,0.80614316,"['想', '转', '转', '八年', '制转', '医学', '编辑', '节假日', '齐全', '不用', '病人', '沟通', '心理', '负担', '可太', '舒服', '医生', '岗位', '缺人']",0
八年 制 外科 女生 会 画画 现在 在 做 博后 继续 卷 科研 入组 以后 组 里 文章 标书 什么 的 图 都 是 我 画 也 在 网上 接过 单 作为 i 人 觉得 对接 陌生人 甲方 也 挺烦 的 [ 笑 哭 ] [ 笑 哭 ] 倒 不 担心 aiai 只是 工具 我 也 觉得 别的 评论 里 说 的 找 个 小 医院 躺平 业余 接单 比较 好别 全职 给 自己 留条 退路 [ 笑 哭 ] [ 笑 哭 ],八年 制 外科 女生 会 画画 现在 在 做 博后 继续 卷 科研 入组 以后 组 里 文章 标书 什么 的 图 都 是 我 画 也 在 网上 接过 单 作为 i 人 觉得 对接 陌生人 甲方 也 挺烦 的 [ 笑 哭 ] [ 笑 哭 ] 倒 不 担心 aiai 只是 工具 我 也 觉得 别的 评论 里 说 的 找 个 小 医院 躺平 业余 接单 比较 好别 全职 给 自己 留条 退路 [ 笑 哭 ] [ 笑 哭 ],莫名其妙,年富力强,个人所得税,0.72669697,"['八年', '制', '外科', '女生', '画画', '做', '博后', '卷', '科研', '入组', '组', '里', '文章', '标书', '图', '画', '网上', '接过', '单', 'i', '对接', '陌生人', '甲方', '挺烦', '笑', '哭', '笑', '哭', '倒', '担心', 'aiai', '工具', '评论', '里', '说', '找', '医院', '躺平', '业余', '接单', '好别', '全职', '留条', '退路', '笑', '哭', '笑', '哭']",2
八年 制第 几年 啊 你 讨厌 科研 毕 不了 业 怎么办 [ 笑 哭 ] 退学 的话 只有 本科学历 了,八年 制第 几年 啊 你 讨厌 科研 毕 不了 业 怎么办 [ 笑 哭 ] 退学 的话 只有 本科学历 了,老年病,年富力强,一年到头,0.78793466,"['八年', '制第', '几年', '讨厌', '科研', '毕', '业', '笑', '哭', '退学', '本科学历']",1
你 指 的 是 普通 的 在 米 画师 之类 的 地方 接稿 吗 感觉 来 钱 太慢 有时候 金主 比 病人 还 难 应付 [ 笑 哭 ]   唉 关于 二次元 接稿 我 能 回忆 到 的 都 是 不好 的 地方 医学 插画 似乎 很 赚 但是 需要 找准 接稿 渠,你 指 的 是 普通 的 在 米 画师 之类 的 地方 接稿 吗 感觉 来 钱 太慢 有时候 金主 比 病人 还 难 应付 [ 笑 哭 ]   唉 关于 二次元 接稿 我 能 回忆 到 的 都 是 不好 的 地方 医学 插画 似乎 很 赚 但是 需要 找准 接稿 渠,个人所得税,这样的话,总的来说,0.7459265,"['指', '米', '画师', '地方', '接稿', '感觉', '钱', '太慢', '有时候', '金主', '病人', '难', '应付', '笑', '哭', '二次元', '接稿', '回忆', '不好', '地方', '医学', '插画', '赚', '找准', '接稿', '渠']",0
看过 一些 医学 转 画画 的 应该 都 是 家底 够 厚 我学 美术 的 朋友 因为 ai 已经 被 辞 了 然后 焦虑 在家 接私稿   有 上顿 没下顿 的   而且 也 不 知道 未来 ai 能到 什么 程度   内行人 已经 是 焦虑 得 不行 了 orz,看过 一些 医学 转 画画 的 应该 都 是 家底 够 厚 我学 美术 的 朋友 因为 ai 已经 被 辞 了 然后 焦虑 在家 接私稿   有 上顿 没下顿 的   而且 也 不 知道 未来 ai 能到 什么 程度   内行人 已经 是 焦虑 得 不行 了 orz,医学专业,医学知识,医学院校,0.7383003,"['看过', '医学', '转', '画画', '家底', '够', '厚', '我学', '美术', '朋友', 'ai', '辞', '焦虑', '在家', '接私稿', '上顿', '没下顿', '未来', 'ai', '能到', '程度', '内行人', '焦虑', '不行', 'orz']",0
我 现在 就是 在 医院 领着 五险 一金 还有 工资 然后 下班 回去 业余 就 画画 稿靠 医院 的 工资 也 不 缺钱 顺便 整个 奶茶 钱   就是 我 的 专业 上班 有时候 也 比较 累,我 现在 就是 在 医院 领着 五险 一金 还有 工资 然后 下班 回去 业余 就 画画 稿靠 医院 的 工资 也 不 缺钱 顺便 整个 奶茶 钱   就是 我 的 专业 上班 有时候 也 比较 累,自我感觉,据我所知,敌我矛盾,0.84133893,"['医院', '领着', '五险', '一金', '工资', '下班', '回去', '业余', '画画', '稿靠', '医院', '工资', '缺钱', '顺便', '奶茶', '钱', '专业', '上班', '有时候', '累']",0
是 学妹 吗 画稿 会 有 冷淡 期 的 我 已经 一个月 没 咋 动笔 了 也 可能 是 被 上班 磋磨 的 [ 生气 ],是 学妹 吗 画稿 会 有 冷淡 期 的 我 已经 一个月 没 咋 动笔 了 也 可能 是 被 上班 磋磨 的 [ 生气 ],医学专业,医学院校,医学知识,0.79372257,"['学妹', '画稿', '冷淡', '期', '一个月', '没', '动笔', '上班', '磋磨', '生气']",1
