content,cleaned_content,cut_content,final_content
第一医院主任年薪30万，我听他爸说的,第一医院主任年薪30万我听他爸说的,第一 医院 主任 年薪 30 万 我 听 他 爸 说 的,第一医院主任年薪30万听爸说
为什么应发才68000啊，就算是住院医15打6折也是9啊,为什么应发才68000啊就算是住院医15打6折也是9啊,为什么 应发 才 68000 啊 就算 是 住院 医 15 打 6 折 也 是 9 啊,应发才68000就算住院医156折9
不是说住院医师15万最高吗，为什么这么低，谁解释一下,不是说住院医师15万最高吗为什么这么低谁解释一下,不是 说 住院医师 15 万 最高 吗 为什么 这么 低 谁 解释一下,说住院医师15万低解释一下
这是年薪还是月薪啊,这是年薪还是月薪啊,这是 年薪 还是 月薪 啊,这是年薪月薪
想问一下行政人员呢[笑哭R],想问一下行政人员呢[笑哭],想 问 一下 行政 人员 呢 [ 笑 哭 ],想问行政人员[笑哭]
包括值班费、五险一金和各类补贴，主治一年20？？医学生卷十几年读到博士就为了这个吗[捂脸R],包括值班费五险一金和各类补贴主治一年20医学生卷十几年读到博士就为了这个吗[捂脸],包括 值班 费五险 一金 和 各类 补贴 主治 一年 20 医学生 卷 十几年 读 到 博士 就 为了 这个 吗 [ 捂脸 ],包括值班费五险一金各类补贴主治一年20医学生卷十几年读博士[捂脸]
那城市经济水平不一样呢 一线城市和五线城市 一样的年薪制标准吗,那城市经济水平不一样呢 一线城市和五线城市 一样的年薪制标准吗,那 城市 经济 水平 不 一样 呢   一线 城市 和 五线 城市   一样 的 年薪制 标准 吗,城市经济水平不一线城市五线城市年薪制标准
笑死 挣多不多发 挣少自己扛 明抢,笑死 挣多不多发 挣少自己扛 明抢,笑 死   挣多 不 多发   挣少 自己 扛   明抢,笑死挣多不多发挣少扛明抢
不学了，退学重新高考,不学了退学重新高考,不学 了 退学 重新 高考,不学退学高考
医疗寒冬，其实迟早会有这么一天。今年高考学临床的，学口腔的，五到八年后早就物是人非了[doge],医疗寒冬其实迟早会有这么一天今年高考学临床的学口腔的五到八年后早就物是人非了[doge],医疗 寒冬 其实 迟早会 有 这么 一天 今年 高考 学 临床 的 学 口腔 的 五到 八年 后 早就 物是人非 了 [ doge ],医疗寒冬迟早会高考学临床学口腔五到八年后早就物是人非[doge]
另起炉灶吧，保险公司和私立医院应该建立一套类似英美的完全市场化运营机制，优胜劣汰。,另起炉灶吧保险公司和私立医院应该建立一套类似英美的完全市场化运营机制优胜劣汰,另起炉灶 吧 保险公司 和 私立 医院 应该 建立 一套 类似 英美 的 完全 市场化 运营 机制 优胜劣汰,另起炉灶保险公司私立医院建立一套类似英美市场化运营机制优胜劣汰
多劳不一定多得,多劳不一定多得,多劳 不 一定 多得,多劳不多得
多退少补[石化R]钱到手了还得给人送回去[石化R],多退少补[石化]钱到手了还得给人送回去[石化],多退少补 [ 石化 ] 钱 到手 了 还 得 给 人 送 回去 [ 石化 ],多退少补[石化]钱到手还人送回去[石化]
多退少补？！,多退少补,多退少补,多退少补
[微笑R],[微笑],[ 微笑 ],[微笑]
被你这种先戳个洞再试图打补丁的行为艺术整笑了[偷笑R],被你这种先戳个洞再试图打补丁的行为艺术整笑了[偷笑],被 你 这种 先 戳 个 洞 再 试图 打补丁 的 行为艺术 整笑 了 [ 偷笑 ],先戳洞再试图打补丁行为艺术整笑[偷笑]
明明就是应该以临床工作为首要任务的基础医疗单位，各个科室都要招硕士博士来搞什么科研，写论文，能写出什么真正有用的东西，都是这里抄抄，那个改改，真正的基本工作一个人干三个人活，都用来养领导，养博士,明明就是应该以临床工作为首要任务的基础医疗单位各个科室都要招硕士博士来搞什么科研写论文能写出什么真正有用的东西都是这里抄抄那个改改真正的基本工作一个人干三个人活都用来养领导养博士,明明 就是 应该 以 临床 工作 为 首要任务 的 基础 医疗 单位 各个 科室 都 要 招 硕士 博士 来 搞 什么 科研 写 论文 能 写出 什么 真正 有用 的 东西 都 是 这里 抄抄 那个 改改 真正 的 基本 工作 一个 人干 三个 人活 都 用来 养 领导 养 博士,明明临床工作首要任务基础医疗单位科室都招硕士博士搞科研写论文写出有用东西都抄抄改改工作一个人干三个人活都用来养领导养博士
关键扩招没有用啊[笑哭R]毕业又找不到工作,关键扩招没有用啊[笑哭]毕业又找不到工作,关键 扩招 没有 用 啊 [ 笑 哭 ] 毕业 又 找 不到 工作,关键扩招[笑哭]毕业找不到工作
全国有执业医师证的医生才有多少，本科以上的更少，这当中排合格的和优秀的医生更少。再扩展很难解决这些问题，毕竟培养一名优秀的医生太难了，除了资源还取决于自身，本科＋3再＋3付出比别人更多的精力还有时间，最后换来现在这种人不人鬼不鬼的职业和环境，还不如当初学个汽修修车都比现在强[叹气R],全国有执业医师证的医生才有多少本科以上的更少这当中排合格的和优秀的医生更少再扩展很难解决这些问题毕竟培养一名优秀的医生太难了除了资源还取决于自身本科3再3付出比别人更多的精力还有时间最后换来现在这种人不人鬼不鬼的职业和环境还不如当初学个汽修修车都比现在强[叹气],全国 有 执业 医师 证 的 医生 才 有 多少 本科 以上 的 更 少 这 当中 排 合格 的 和 优秀 的 医生 更少 再 扩展 很难 解决 这些 问题 毕竟 培养 一名 优秀 的 医生 太难 了 除了 资源 还 取决于 自身 本科 3 再 3 付出 比 别人 更 多 的 精力 还有 时间 最后 换来 现在 这种 人不人 鬼 不 鬼 的 职业 和 环境 还 不如 当初 学个 汽修 修车 都 比 现在 强 [ 叹气 ],全国执业医师证医生才本科更少当中排合格优秀医生更少再扩展很难解决毕竟培养一名优秀医生太难资源还取决于本科3再3付出别人更精力时间换来人不人鬼不鬼职业环境还当初学个汽修修车都强[叹气]
没有意义，因为还有个数值叫医学生从业率，也就是医学生毕业后从事医学行业的比例，现在这个值都不到40%还是30%了，招的人更多无非这个比例再下降就是[捂脸R],没有意义因为还有个数值叫医学生从业率也就是医学生毕业后从事医学行业的比例现在这个值都不到40还是30了招的人更多无非这个比例再下降就是[捂脸],没有 意义 因为 还有 个 数值 叫 医学生 从业 率 也 就是 医学生 毕业 后 从事 医学 行业 的 比例 现在 这个 值 都 不到 40 还是 30 了 招 的 人 更 多 无非 这个 比例 再 下降 就是 [ 捂脸 ],意义数值医学生从业率医学生毕业后医学行业比例值都不到4030招人更无非比例再下降[捂脸]
看病本科读完就够了，还扩招啥硕士博士，都是做一些浪费钱的实验,看病本科读完就够了还扩招啥硕士博士都是做一些浪费钱的实验,看病 本科 读完 就够 了 还 扩招 啥 硕士 博士 都 是 做 一些 浪费 钱 的 实验,看病本科读完就够还扩招硕士博士都做浪费钱实验
扩招啥，现在博士找个工作都费劲,扩招啥现在博士找个工作都费劲,扩招 啥 现在 博士 找个 工作 都 费劲,扩招博士找个工作都费劲
很多医学生已经退学，重新考高考了[偷笑R],很多医学生已经退学重新考高考了[偷笑],很多 医学生 已经 退学 重新 考 高考 了 [ 偷笑 ],很多医学生退学考高考[偷笑]
这就是医学学历通货膨胀，到时候一大把硕士博士找不到工作，人才浪费，找到工作的待遇撇，学历浪费，那个时候才是真正的读书无用，只能说要改行趁早。,这就是医学学历通货膨胀到时候一大把硕士博士找不到工作人才浪费找到工作的待遇撇学历浪费那个时候才是真正的读书无用只能说要改行趁早,这 就是 医学 学历 通货膨胀 到时候 一大 把 硕士 博士 找 不到 工作 人才 浪费 找到 工作 的 待遇 撇 学历 浪费 那个 时候 才 是 真正 的 读书无用 只能 说 要 改行 趁早,医学学历通货膨胀到时候一大硕士博士找不到工作人才浪费找到工作待遇撇学历浪费才读书无用只能说改行趁早
中医西医疗效谁好 ？只有分组对比治疗才知道。卫健委从来不敢组织 中西医分组对比治疗疗效实验   ，比如，找200个感冒病人，或者肝癌病人，等等同一类型的病人，让西伪医随机抽取100个，让中医治疗另外100个，进行疗效对比。很显然西伪医会一败涂地。疗效对比试验，包括治愈时间长短，复发率的高低，治愈后体质的高低，一年五年十年生存率的高低。这不是要搞死西伪医嘛。所以从来没有见过卫健委敢组织这样的中西医疗效分组对比治疗实验，因为如果这样一搞，西伪医立马就要全体被消灭下岗，西伪医所谓的医学理论和医疗体系就会瞬间彻底崩溃。非典新冠等等，让西伪医彻底死亡，让中医展现神奇疗效。疗效是判断医学真伪的唯一标准,中医西医疗效谁好 只有分组对比治疗才知道卫健委从来不敢组织 中西医分组对比治疗疗效实验 比如找200个感冒病人或者肝癌病人等等同一类型的病人让西伪医随机抽取100个让中医治疗另外100个进行疗效对比很显然西伪医会一败涂地疗效对比试验包括治愈时间长短复发率的高低治愈后体质的高低一年五年十年生存率的高低这不是要搞死西伪医嘛所以从来没有见过卫健委敢组织这样的中西医疗效分组对比治疗实验因为如果这样一搞西伪医立马就要全体被消灭下岗西伪医所谓的医学理论和医疗体系就会瞬间彻底崩溃非典新冠等等让西伪医彻底死亡让中医展现神奇疗效疗效是判断医学真伪的唯一标准,中医 西医 疗效 谁 好   只有 分组 对比 治疗 才 知道 卫健委 从来 不敢 组织   中西医 分组 对比 治疗 疗效 实验   比如 找 200 个 感冒 病人 或者 肝癌 病人 等等 同一 类型 的 病人 让 西伪医 随机 抽取 100 个 让 中医 治疗 另外 100 个 进行 疗效 对比 很 显然 西伪 医会 一败涂地 疗效 对比 试验 包括 治愈 时间 长短 复发率 的 高低 治愈 后 体质 的 高低 一年 五年 十年 生存率 的 高低 这 不是 要 搞 死 西伪 医嘛 所以 从来 没有 见 过卫 健委敢 组织 这样 的 中西医 疗效 分组 对比 治疗 实验 因为 如果 这样 一 搞 西伪医 立马 就要 全体 被 消灭 下岗 西伪医 所谓 的 医学 理论 和 医疗 体系 就 会 瞬间 彻底 崩溃 非典 新冠 等等 让 西伪医 彻底 死亡 让 中医 展现 神奇 疗效 疗效 是 判断 医学 真伪 的 唯一标准,中医西医疗效好分组对比治疗才卫健委从来组织中西医分组对比治疗疗效实验找200感冒病人肝癌病人类型病人西伪医随机抽取100中医治疗100疗效对比很西伪医会一败涂地疗效对比试验包括治愈时间长短复发率高低治愈后体质高低一年五年十年生存率高低搞死西伪医嘛从来见过卫健委敢组织中西医疗效分组对比治疗实验搞西伪医立马就要全体消灭下岗西伪医医学理论医疗体系会瞬间崩溃非典新冠西伪医死亡中医展现神奇疗效疗效判断医学真伪唯一标准
